,fixture_id,Shots on Goal,Shots off Goal,Total Shots,Blocked Shots,Shots insidebox,Shots outsidebox,Fouls,Corner Kicks,Offsides,Ball Possession,Yellow Cards,Red Cards,Goalkeeper Saves,Total passes,Passes accurate,Passes %,league_id,league,event_date,event_timestamp,firstHalfStart,secondHalfStart,round,status,statusShort,elapsed,venue,referee,homeTeam,awayTeam,goalsHomeTeam,goalsAwayTeam,score
0,192867,3,5,,,,,8,11,2,33%,,0,1,,,,697,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-sports.io/football/leagues/39.png', 'flag': 'https://media.api-sports.io/flags/gb.svg'}",2015-01-01T12:45:00+00:00,1420116300,1420116300,1420119900,Regular Season - 20,Match Finished,FT,90,"Britannia Stadium (Stoke-on-Trent, Staffordshire)","Michael Oliver, England","{'team_id': 75, 'team_name': 'Stoke City', 'logo': 'https://media.api-sports.io/football/teams/75.png'}","{'team_id': 33, 'team_name': 'Manchester United', 'logo': 'https://media.api-sports.io/football/teams/33.png'}",1.0,1.0,"{'halftime': '1-1', 'fulltime': '1-1', 'extratime': None, 'penalty': None}"
1,192867,2,3,,,,,12,7,1,67%,,0,1,,,,697,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-sports.io/football/leagues/39.png', 'flag': 'https://media.api-sports.io/flags/gb.svg'}",2015-01-01T12:45:00+00:00,1420116300,1420116300,1420119900,Regular Season - 20,Match Finished,FT,90,"Britannia Stadium (Stoke-on-Trent, Staffordshire)","Michael Oliver, England","{'team_id': 75, 'team_name': 'Stoke City', 'logo': 'https://media.api-sports.io/football/teams/75.png'}","{'team_id': 33, 'team_name': 'Manchester United', 'logo': 'https://media.api-sports.io/football/teams/33.png'}",1.0,1.0,"{'halftime': '1-1', 'fulltime': '1-1', 'extratime': None, 'penalty': None}"
2,192868,3,7,,,,,11,5,1,67%,1,0,0,,,,697,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-sports.io/football/leagues/39.png', 'flag': 'https://media.api-sports.io/flags/gb.svg'}",2015-01-01T15:00:00+00:00,1420124400,1420124400,1420128000,Regular Season - 20,Match Finished,FT,90,Villa Park (Birmingham),"Robert Madley, England","{'team_id': 66, 'team_name': 'Aston Villa', 'logo': 'https://media.api-sports.io/football/teams/66.png'}","{'team_id': 52, 'team_name': 'Crystal Palace', 'logo': 'https://media.api-sports.io/football/teams/52.png'}",0.0,0.0,"{'halftime': '0-0', 'fulltime': '0-0', 'extratime': None, 'penalty': None}"
3,192868,2,3,,,,,11,2,4,33%,1,0,3,,,,697,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-sports.io/football/leagues/39.png', 'flag': 'https://media.api-sports.io/flags/gb.svg'}",2015-01-01T15:00:00+00:00,1420124400,1420124400,1420128000,Regular Season - 20,Match Finished,FT,90,Villa Park (Birmingham),"Robert Madley, England","{'team_id': 66, 'team_name': 'Aston Villa', 'logo': 'https://media.api-sports.io/football/teams/66.png'}","{'team_id': 52, 'team_name': 'Crystal Palace', 'logo': 'https://media.api-sports.io/football/teams/52.png'}",0.0,0.0,"{'halftime': '0-0', 'fulltime': '0-0', 'extratime': None, 'penalty': None}"
4,192869,5,5,,,,,16,4,2,45%,3,0,3,,,,697,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-sports.io/football/leagues/39.png', 'flag': 'https://media.api-sports.io/flags/gb.svg'}",2015-01-01T15:00:00+00:00,1420124400,1420124400,1420128000,Regular Season - 20,Match Finished,FT,90,Kingston Communications Stadium (Hull),"Kevin Friend, England","{'team_id': 64, 'team_name': 'Hull City', 'logo': 'https://media.api-sports.io/football/teams/64.png'}","{'team_id': 45, 'team_name': 'Everton', 'logo': 'https://media.api-sports.io/football/teams/45.png'}",2.0,0.0,"{'halftime': '2-0', 'fulltime': '2-0', 'extratime': None, 'penalty': None}"
5,192869,3,5,,,,,15,8,1,55%,4,1,3,,,,697,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-sports.io/football/leagues/39.png', 'flag': 'https://media.api-sports.io/flags/gb.svg'}",2015-01-01T15:00:00+00:00,1420124400,1420124400,1420128000,Regular Season - 20,Match Finished,FT,90,Kingston Communications Stadium (Hull),"Kevin Friend, England","{'team_id': 64, 'team_name': 'Hull City', 'logo': 'https://media.api-sports.io/football/teams/64.png'}","{'team_id': 45, 'team_name': 'Everton', 'logo': 'https://media.api-sports.io/football/teams/45.png'}",2.0,0.0,"{'halftime': '2-0', 'fulltime': '2-0', 'extratime': None, 'penalty': None}"
6,192870,6,9,,,,,13,4,2,53%,2,0,1,,,,697,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-sports.io/football/leagues/39.png', 'flag': 'https://media.api-sports.io/flags/gb.svg'}",2015-01-01T15:00:00+00:00,1420124400,1420124400,1420128000,Regular Season - 20,Match Finished,FT,90,Anfield (Liverpool),"Mike Jones, England","{'team_id': 40, 'team_name': 'Liverpool', 'logo': 'https://media.api-sports.io/football/teams/40.png'}","{'team_id': 46, 'team_name': 'Leicester', 'logo': 'https://media.api-sports.io/football/teams/46.png'}",2.0,2.0,"{'halftime': '2-0', 'fulltime': '2-2', 'extratime': None, 'penalty': None}"
7,192870,4,7,,,,,7,5,1,47%,2,0,4,,,,697,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-sports.io/football/leagues/39.png', 'flag': 'https://media.api-sports.io/flags/gb.svg'}",2015-01-01T15:00:00+00:00,1420124400,1420124400,1420128000,Regular Season - 20,Match Finished,FT,90,Anfield (Liverpool),"Mike Jones, England","{'team_id': 40, 'team_name': 'Liverpool', 'logo': 'https://media.api-sports.io/football/teams/40.png'}","{'team_id': 46, 'team_name': 'Leicester', 'logo': 'https://media.api-sports.io/football/teams/46.png'}",2.0,2.0,"{'halftime': '2-0', 'fulltime': '2-2', 'extratime': None, 'penalty': None}"
8,192871,14,11,,,,,13,10,1,68%,2,0,2,,,,697,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-sports.io/football/leagues/39.png', 'flag': 'https://media.api-sports.io/flags/gb.svg'}",2015-01-01T15:00:00+00:00,1420124400,1420124400,1420128000,Regular Season - 20,Match Finished,FT,90,Etihad Stadium (Manchester),"Chris Foy, England","{'team_id': 50, 'team_name': 'Manchester City', 'logo': 'https://media.api-sports.io/football/teams/50.png'}","{'team_id': 746, 'team_name': 'Sunderland', 'logo': 'https://media.api-sports.io/football/teams/746.png'}",3.0,2.0,"{'halftime': '0-0', 'fulltime': '3-2', 'extratime': None, 'penalty': None}"
9,192871,4,0,,,,,7,4,3,32%,3,0,10,,,,697,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-sports.io/football/leagues/39.png', 'flag': 'https://media.api-sports.io/flags/gb.svg'}",2015-01-01T15:00:00+00:00,1420124400,1420124400,1420128000,Regular Season - 20,Match Finished,FT,90,Etihad Stadium (Manchester),"Chris Foy, England","{'team_id': 50, 'team_name': 'Manchester City', 'logo': 'https://media.api-sports.io/football/teams/50.png'}","{'team_id': 746, 'team_name': 'Sunderland', 'logo': 'https://media.api-sports.io/football/teams/746.png'}",3.0,2.0,"{'halftime': '0-0', 'fulltime': '3-2', 'extratime': None, 'penalty': None}"
10,192872,4,2,,,,,13,5,1,44%,2,0,2,,,,697,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-sports.io/football/leagues/39.png', 'flag': 'https://media.api-sports.io/flags/gb.svg'}",2015-01-01T15:00:00+00:00,1420124400,1420124400,1420128000,Regular Season - 20,Match Finished,FT,90,St. James' Park (Newcastle-upon-Tyne),"Mike Dean, England","{'team_id': 34, 'team_name': 'Newcastle', 'logo': 'https://media.api-sports.io/football/teams/34.png'}","{'team_id': 44, 'team_name': 'Burnley', 'logo': 'https://media.api-sports.io/football/teams/44.png'}",3.0,3.0,"{'halftime': '2-1', 'fulltime': '3-3', 'extratime': None, 'penalty': None}"
11,192872,8,5,,,,,12,5,0,56%,4,0,1,,,,697,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-sports.io/football/leagues/39.png', 'flag': 'https://media.api-sports.io/flags/gb.svg'}",2015-01-01T15:00:00+00:00,1420124400,1420124400,1420128000,Regular Season - 20,Match Finished,FT,90,St. James' Park (Newcastle-upon-Tyne),"Mike Dean, England","{'team_id': 34, 'team_name': 'Newcastle', 'logo': 'https://media.api-sports.io/football/teams/34.png'}","{'team_id': 44, 'team_name': 'Burnley', 'logo': 'https://media.api-sports.io/football/teams/44.png'}",3.0,3.0,"{'halftime': '2-1', 'fulltime': '3-3', 'extratime': None, 'penalty': None}"
12,192873,6,6,,,,,22,4,3,45%,4,0,2,,,,697,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-sports.io/football/leagues/39.png', 'flag': 'https://media.api-sports.io/flags/gb.svg'}",2015-01-01T15:00:00+00:00,1420124400,1420124400,1420128000,Regular Season - 20,Match Finished,FT,90,Loftus Road Stadium (London),"Anthony Taylor, England","{'team_id': 72, 'team_name': 'QPR', 'logo': 'https://media.api-sports.io/football/teams/72.png'}","{'team_id': 76, 'team_name': 'Swansea', 'logo': 'https://media.api-sports.io/football/teams/76.png'}",1.0,1.0,"{'halftime': '1-0', 'fulltime': '1-1', 'extratime': None, 'penalty': None}"
13,192873,3,9,,,,,6,9,4,55%,0,1,4,,,,697,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-sports.io/football/leagues/39.png', 'flag': 'https://media.api-sports.io/flags/gb.svg'}",2015-01-01T15:00:00+00:00,1420124400,1420124400,1420128000,Regular Season - 20,Match Finished,FT,90,Loftus Road Stadium (London),"Anthony Taylor, England","{'team_id': 72, 'team_name': 'QPR', 'logo': 'https://media.api-sports.io/football/teams/72.png'}","{'team_id': 76, 'team_name': 'Swansea', 'logo': 'https://media.api-sports.io/football/teams/76.png'}",1.0,1.0,"{'halftime': '1-0', 'fulltime': '1-1', 'extratime': None, 'penalty': None}"
14,192874,5,5,,,,,14,2,1,42%,2,0,6,,,,697,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-sports.io/football/leagues/39.png', 'flag': 'https://media.api-sports.io/flags/gb.svg'}",2015-01-01T15:00:00+00:00,1420124400,1420124400,1420128000,Regular Season - 20,Match Finished,FT,90,"St. Mary's Stadium (Southampton, Hampshire)","Craig Pawson, England","{'team_id': 41, 'team_name': 'Southampton', 'logo': 'https://media.api-sports.io/football/teams/41.png'}","{'team_id': 42, 'team_name': 'Arsenal', 'logo': 'https://media.api-sports.io/football/teams/42.png'}",2.0,0.0,"{'halftime': '1-0', 'fulltime': '2-0', 'extratime': None, 'penalty': None}"
15,192874,6,4,,,,,5,7,1,58%,1,0,3,,,,697,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-sports.io/football/leagues/39.png', 'flag': 'https://media.api-sports.io/flags/gb.svg'}",2015-01-01T15:00:00+00:00,1420124400,1420124400,1420128000,Regular Season - 20,Match Finished,FT,90,"St. Mary's Stadium (Southampton, Hampshire)","Craig Pawson, England","{'team_id': 41, 'team_name': 'Southampton', 'logo': 'https://media.api-sports.io/football/teams/41.png'}","{'team_id': 42, 'team_name': 'Arsenal', 'logo': 'https://media.api-sports.io/football/teams/42.png'}",2.0,0.0,"{'halftime': '1-0', 'fulltime': '2-0', 'extratime': None, 'penalty': None}"
16,192875,6,3,,,,,6,0,6,46%,1,0,2,,,,697,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-sports.io/football/leagues/39.png', 'flag': 'https://media.api-sports.io/flags/gb.svg'}",2015-01-01T15:00:00+00:00,1420124400,1420124400,1420128000,Regular Season - 20,Match Finished,FT,90,Boleyn Ground (London),"Jonathan Moss, England","{'team_id': 48, 'team_name': 'West Ham', 'logo': 'https://media.api-sports.io/football/teams/48.png'}","{'team_id': 60, 'team_name': 'West Brom', 'logo': 'https://media.api-sports.io/football/teams/60.png'}",1.0,1.0,"{'halftime': '1-1', 'fulltime': '1-1', 'extratime': None, 'penalty': None}"
17,192875,3,8,,,,,12,1,0,54%,0,0,4,,,,697,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-sports.io/football/leagues/39.png', 'flag': 'https://media.api-sports.io/flags/gb.svg'}",2015-01-01T15:00:00+00:00,1420124400,1420124400,1420128000,Regular Season - 20,Match Finished,FT,90,Boleyn Ground (London),"Jonathan Moss, England","{'team_id': 48, 'team_name': 'West Ham', 'logo': 'https://media.api-sports.io/football/teams/48.png'}","{'team_id': 60, 'team_name': 'West Brom', 'logo': 'https://media.api-sports.io/football/teams/60.png'}",1.0,1.0,"{'halftime': '1-1', 'fulltime': '1-1', 'extratime': None, 'penalty': None}"
18,192876,9,1,,,,,14,5,1,47%,3,0,4,,,,697,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-sports.io/football/leagues/39.png', 'flag': 'https://media.api-sports.io/flags/gb.svg'}",2015-01-01T17:30:00+00:00,1420133400,1420133400,1420137000,Regular Season - 20,Match Finished,FT,90,White Hart Lane (London),"Phil Dowd, England","{'team_id': 47, 'team_name': 'Tottenham', 'logo': 'https://media.api-sports.io/football/teams/47.png'}","{'team_id': 49, 'team_name': 'Chelsea', 'logo': 'https://media.api-sports.io/football/teams/49.png'}",5.0,3.0,"{'halftime': '3-1', 'fulltime': '5-3', 'extratime': None, 'penalty': None}"
19,192876,9,6,,,,,8,3,0,53%,1,0,3,,,,697,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-sports.io/football/leagues/39.png', 'flag': 'https://media.api-sports.io/flags/gb.svg'}",2015-01-01T17:30:00+00:00,1420133400,1420133400,1420137000,Regular Season - 20,Match Finished,FT,90,White Hart Lane (London),"Phil Dowd, England","{'team_id': 47, 'team_name': 'Tottenham', 'logo': 'https://media.api-sports.io/football/teams/47.png'}","{'team_id': 49, 'team_name': 'Chelsea', 'logo': 'https://media.api-sports.io/football/teams/49.png'}",5.0,3.0,"{'halftime': '3-1', 'fulltime': '5-3', 'extratime': None, 'penalty': None}"
20,192877,3,0,,,,,8,6,2,45%,2,1,5,,,,697,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-sports.io/football/leagues/39.png', 'flag': 'https://media.api-sports.io/flags/gb.svg'}",2015-01-10T12:45:00+00:00,1420893900,1420893900,1420897500,Regular Season - 21,Match Finished,FT,90,Stadium of Light (Sunderland),"Craig Pawson, England","{'team_id': 746, 'team_name': 'Sunderland', 'logo': 'https://media.api-sports.io/football/teams/746.png'}","{'team_id': 40, 'team_name': 'Liverpool', 'logo': 'https://media.api-sports.io/football/teams/40.png'}",0.0,1.0,"{'halftime': '0-1', 'fulltime': '0-1', 'extratime': None, 'penalty': None}"
21,192877,8,7,,,,,10,6,0,55%,4,0,3,,,,697,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-sports.io/football/leagues/39.png', 'flag': 'https://media.api-sports.io/flags/gb.svg'}",2015-01-10T12:45:00+00:00,1420893900,1420893900,1420897500,Regular Season - 21,Match Finished,FT,90,Stadium of Light (Sunderland),"Craig Pawson, England","{'team_id': 746, 'team_name': 'Sunderland', 'logo': 'https://media.api-sports.io/football/teams/746.png'}","{'team_id': 40, 'team_name': 'Liverpool', 'logo': 'https://media.api-sports.io/football/teams/40.png'}",0.0,1.0,"{'halftime': '0-1', 'fulltime': '0-1', 'extratime': None, 'penalty': None}"
22,192878,6,6,,,,,13,10,1,48%,2,0,6,,,,697,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-sports.io/football/leagues/39.png', 'flag': 'https://media.api-sports.io/flags/gb.svg'}",2015-01-10T15:00:00+00:00,1420902000,1420902000,1420905600,Regular Season - 21,Match Finished,FT,90,Turf Moor (Burnley),"Andre Marriner, England","{'team_id': 44, 'team_name': 'Burnley', 'logo': 'https://media.api-sports.io/football/teams/44.png'}","{'team_id': 72, 'team_name': 'QPR', 'logo': 'https://media.api-sports.io/football/teams/72.png'}",2.0,1.0,"{'halftime': '2-1', 'fulltime': '2-1', 'extratime': None, 'penalty': None}"
23,192878,8,4,,,,,8,6,3,52%,2,0,4,,,,697,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-sports.io/football/leagues/39.png', 'flag': 'https://media.api-sports.io/flags/gb.svg'}",2015-01-10T15:00:00+00:00,1420902000,1420902000,1420905600,Regular Season - 21,Match Finished,FT,90,Turf Moor (Burnley),"Andre Marriner, England","{'team_id': 44, 'team_name': 'Burnley', 'logo': 'https://media.api-sports.io/football/teams/44.png'}","{'team_id': 72, 'team_name': 'QPR', 'logo': 'https://media.api-sports.io/football/teams/72.png'}",2.0,1.0,"{'halftime': '2-1', 'fulltime': '2-1', 'extratime': None, 'penalty': None}"
24,192879,4,4,,,,,15,7,6,56%,2,0,5,,,,697,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-sports.io/football/leagues/39.png', 'flag': 'https://media.api-sports.io/flags/gb.svg'}",2015-01-10T15:00:00+00:00,1420902000,1420902000,1420905600,Regular Season - 21,Match Finished,FT,90,Stamford Bridge (London),"Roger East, England","{'team_id': 49, 'team_name': 'Chelsea', 'logo': 'https://media.api-sports.io/football/teams/49.png'}","{'team_id': 34, 'team_name': 'Newcastle', 'logo': 'https://media.api-sports.io/football/teams/34.png'}",2.0,0.0,"{'halftime': '1-0', 'fulltime': '2-0', 'extratime': None, 'penalty': None}"
25,192879,5,1,,,,,10,4,0,44%,3,0,1,,,,697,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-sports.io/football/leagues/39.png', 'flag': 'https://media.api-sports.io/flags/gb.svg'}",2015-01-10T15:00:00+00:00,1420902000,1420902000,1420905600,Regular Season - 21,Match Finished,FT,90,Stamford Bridge (London),"Roger East, England","{'team_id': 49, 'team_name': 'Chelsea', 'logo': 'https://media.api-sports.io/football/teams/49.png'}","{'team_id': 34, 'team_name': 'Newcastle', 'logo': 'https://media.api-sports.io/football/teams/34.png'}",2.0,0.0,"{'halftime': '1-0', 'fulltime': '2-0', 'extratime': None, 'penalty': None}"
26,192880,6,2,,,,,10,4,2,40%,1,0,3,,,,697,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-sports.io/football/leagues/39.png', 'flag': 'https://media.api-sports.io/flags/gb.svg'}",2015-01-10T15:00:00+00:00,1420902000,1420902000,1420905600,Regular Season - 21,Match Finished,FT,90,Goodison Park (Liverpool),"Martin Atkinson, England","{'team_id': 45, 'team_name': 'Everton', 'logo': 'https://media.api-sports.io/football/teams/45.png'}","{'team_id': 50, 'team_name': 'Manchester City', 'logo': 'https://media.api-sports.io/football/teams/50.png'}",1.0,1.0,"{'halftime': '0-0', 'fulltime': '1-1', 'extratime': None, 'penalty': None}"
27,192880,4,10,,,,,11,9,1,60%,2,0,3,,,,697,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-sports.io/football/leagues/39.png', 'flag': 'https://media.api-sports.io/flags/gb.svg'}",2015-01-10T15:00:00+00:00,1420902000,1420902000,1420905600,Regular Season - 21,Match Finished,FT,90,Goodison Park (Liverpool),"Martin Atkinson, England","{'team_id': 45, 'team_name': 'Everton', 'logo': 'https://media.api-sports.io/football/teams/45.png'}","{'team_id': 50, 'team_name': 'Manchester City', 'logo': 'https://media.api-sports.io/football/teams/50.png'}",1.0,1.0,"{'halftime': '0-0', 'fulltime': '1-1', 'extratime': None, 'penalty': None}"
28,192881,5,4,,,,,17,6,2,51%,1,1,2,,,,697,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-sports.io/football/leagues/39.png', 'flag': 'https://media.api-sports.io/flags/gb.svg'}",2015-01-10T15:00:00+00:00,1420902000,1420902000,1420905600,Regular Season - 21,Match Finished,FT,90,"King Power Stadium (Leicester, Leicestershire)","Michael Oliver, England","{'team_id': 46, 'team_name': 'Leicester', 'logo': 'https://media.api-sports.io/football/teams/46.png'}","{'team_id': 66, 'team_name': 'Aston Villa', 'logo': 'https://media.api-sports.io/football/teams/66.png'}",1.0,0.0,"{'halftime': '1-0', 'fulltime': '1-0', 'extratime': None, 'penalty': None}"
29,192881,2,7,,,,,7,6,5,49%,2,1,3,,,,697,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-sports.io/football/leagues/39.png', 'flag': 'https://media.api-sports.io/flags/gb.svg'}",2015-01-10T15:00:00+00:00,1420902000,1420902000,1420905600,Regular Season - 21,Match Finished,FT,90,"King Power Stadium (Leicester, Leicestershire)","Michael Oliver, England","{'team_id': 46, 'team_name': 'Leicester', 'logo': 'https://media.api-sports.io/football/teams/46.png'}","{'team_id': 66, 'team_name': 'Aston Villa', 'logo': 'https://media.api-sports.io/football/teams/66.png'}",1.0,0.0,"{'halftime': '1-0', 'fulltime': '1-0', 'extratime': None, 'penalty': None}"
30,192882,3,3,,,,,9,4,2,60%,0,0,4,,,,697,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-sports.io/football/leagues/39.png', 'flag': 'https://media.api-sports.io/flags/gb.svg'}",2015-01-10T15:00:00+00:00,1420902000,1420902000,1420905600,Regular Season - 21,Match Finished,FT,90,Liberty Stadium (Swansea),"Mike Dean, England","{'team_id': 76, 'team_name': 'Swansea', 'logo': 'https://media.api-sports.io/football/teams/76.png'}","{'team_id': 48, 'team_name': 'West Ham', 'logo': 'https://media.api-sports.io/football/teams/48.png'}",1.0,1.0,"{'halftime': '0-1', 'fulltime': '1-1', 'extratime': None, 'penalty': None}"
31,192882,5,4,,,,,7,5,1,40%,1,0,3,,,,697,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-sports.io/football/leagues/39.png', 'flag': 'https://media.api-sports.io/flags/gb.svg'}",2015-01-10T15:00:00+00:00,1420902000,1420902000,1420905600,Regular Season - 21,Match Finished,FT,90,Liberty Stadium (Swansea),"Mike Dean, England","{'team_id': 76, 'team_name': 'Swansea', 'logo': 'https://media.api-sports.io/football/teams/76.png'}","{'team_id': 48, 'team_name': 'West Ham', 'logo': 'https://media.api-sports.io/football/teams/48.png'}",1.0,1.0,"{'halftime': '0-1', 'fulltime': '1-1', 'extratime': None, 'penalty': None}"
32,192883,3,4,,,,,5,5,2,54%,1,0,1,,,,697,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-sports.io/football/leagues/39.png', 'flag': 'https://media.api-sports.io/flags/gb.svg'}",2015-01-10T15:00:00+00:00,1420902000,1420902000,1420905600,Regular Season - 21,Match Finished,FT,90,The Hawthorns (West Bromwich),"Neil Swarbrick, England","{'team_id': 60, 'team_name': 'West Brom', 'logo': 'https://media.api-sports.io/football/teams/60.png'}","{'team_id': 64, 'team_name': 'Hull City', 'logo': 'https://media.api-sports.io/football/teams/64.png'}",1.0,0.0,"{'halftime': '0-0', 'fulltime': '1-0', 'extratime': None, 'penalty': None}"
33,192883,1,7,,,,,13,2,2,46%,0,0,2,,,,697,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-sports.io/football/leagues/39.png', 'flag': 'https://media.api-sports.io/flags/gb.svg'}",2015-01-10T15:00:00+00:00,1420902000,1420902000,1420905600,Regular Season - 21,Match Finished,FT,90,The Hawthorns (West Bromwich),"Neil Swarbrick, England","{'team_id': 60, 'team_name': 'West Brom', 'logo': 'https://media.api-sports.io/football/teams/60.png'}","{'team_id': 64, 'team_name': 'Hull City', 'logo': 'https://media.api-sports.io/football/teams/64.png'}",1.0,0.0,"{'halftime': '0-0', 'fulltime': '1-0', 'extratime': None, 'penalty': None}"
34,192884,7,5,,,,,7,4,4,53%,5,0,4,,,,697,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-sports.io/football/leagues/39.png', 'flag': 'https://media.api-sports.io/flags/gb.svg'}",2015-01-10T17:30:00+00:00,1420911000,1420911000,1420914600,Regular Season - 21,Match Finished,FT,90,Selhurst Park (London),"Anthony Taylor, England","{'team_id': 52, 'team_name': 'Crystal Palace', 'logo': 'https://media.api-sports.io/football/teams/52.png'}","{'team_id': 47, 'team_name': 'Tottenham', 'logo': 'https://media.api-sports.io/football/teams/47.png'}",2.0,1.0,"{'halftime': '0-0', 'fulltime': '2-1', 'extratime': None, 'penalty': None}"
35,192884,5,2,,,,,14,6,1,47%,3,0,5,,,,697,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-sports.io/football/leagues/39.png', 'flag': 'https://media.api-sports.io/flags/gb.svg'}",2015-01-10T17:30:00+00:00,1420911000,1420911000,1420914600,Regular Season - 21,Match Finished,FT,90,Selhurst Park (London),"Anthony Taylor, England","{'team_id': 52, 'team_name': 'Crystal Palace', 'logo': 'https://media.api-sports.io/football/teams/52.png'}","{'team_id': 47, 'team_name': 'Tottenham', 'logo': 'https://media.api-sports.io/football/teams/47.png'}",2.0,1.0,"{'halftime': '0-0', 'fulltime': '2-1', 'extratime': None, 'penalty': None}"
36,192885,6,7,,,,,11,9,4,54%,0,0,3,,,,697,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-sports.io/football/leagues/39.png', 'flag': 'https://media.api-sports.io/flags/gb.svg'}",2015-01-11T13:30:00+00:00,1420983000,1420983000,1420986600,Regular Season - 21,Match Finished,FT,90,Emirates Stadium (London),"Jonathan Moss, England","{'team_id': 42, 'team_name': 'Arsenal', 'logo': 'https://media.api-sports.io/football/teams/42.png'}","{'team_id': 75, 'team_name': 'Stoke City', 'logo': 'https://media.api-sports.io/football/teams/75.png'}",3.0,0.0,"{'halftime': '2-0', 'fulltime': '3-0', 'extratime': None, 'penalty': None}"
37,192885,3,4,,,,,11,1,3,46%,3,0,3,,,,697,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-sports.io/football/leagues/39.png', 'flag': 'https://media.api-sports.io/flags/gb.svg'}",2015-01-11T13:30:00+00:00,1420983000,1420983000,1420986600,Regular Season - 21,Match Finished,FT,90,Emirates Stadium (London),"Jonathan Moss, England","{'team_id': 42, 'team_name': 'Arsenal', 'logo': 'https://media.api-sports.io/football/teams/42.png'}","{'team_id': 75, 'team_name': 'Stoke City', 'logo': 'https://media.api-sports.io/football/teams/75.png'}",3.0,0.0,"{'halftime': '2-0', 'fulltime': '3-0', 'extratime': None, 'penalty': None}"
38,192886,0,8,,,,,10,3,1,60%,2,0,,,,,697,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-sports.io/football/leagues/39.png', 'flag': 'https://media.api-sports.io/flags/gb.svg'}",2015-01-11T16:00:00+00:00,1420992000,1420992000,1420995600,Regular Season - 21,Match Finished,FT,90,Old Trafford,"Phil Dowd, England","{'team_id': 33, 'team_name': 'Manchester United', 'logo': 'https://media.api-sports.io/football/teams/33.png'}","{'team_id': 41, 'team_name': 'Southampton', 'logo': 'https://media.api-sports.io/football/teams/41.png'}",0.0,1.0,"{'halftime': '0-0', 'fulltime': '0-1', 'extratime': None, 'penalty': None}"
39,192886,2,5,,,,,11,5,1,40%,3,0,,,,,697,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-sports.io/football/leagues/39.png', 'flag': 'https://media.api-sports.io/flags/gb.svg'}",2015-01-11T16:00:00+00:00,1420992000,1420992000,1420995600,Regular Season - 21,Match Finished,FT,90,Old Trafford,"Phil Dowd, England","{'team_id': 33, 'team_name': 'Manchester United', 'logo': 'https://media.api-sports.io/football/teams/33.png'}","{'team_id': 41, 'team_name': 'Southampton', 'logo': 'https://media.api-sports.io/football/teams/41.png'}",0.0,1.0,"{'halftime': '0-0', 'fulltime': '0-1', 'extratime': None, 'penalty': None}"
